PM10 measurements at station level;;;;;;;;;;;;;;;;;;;;
PM10: Percentile 90.4 concentrations and exceedance flag:;;;;;;;;;;;;;;;;;;;;
statistic_value is the percentile 90.4 of the daily concentrations recorded for a specific year;;;;;;count_type_by_city: count of station of the same type (traffic or background) within the same city. Note: one station_european_code can be counted several times if the same station shows several concentration statistics for the same year (distinct measurements recorded under different measurement_european_group_code);;;;;;;;;;;;;;
"above_DLV? = 1 if round(statistic_value,0) > 50; round(statistic_value,0) means that statistic_value is rounded to an integer value";;;;;;in the case of a traffic station: assigned_population=(UA_city_pop*percentage_taffic_population/100)/count_type_by_city;;;;;;;;;;;;;;
above_DLV? = 0 if round(statistic_value,0) <= 50;;;;;;in the case of a background station: assigned_population=(UA_city_pop*percentage_background_population/100)/count_type_by_city;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
station_european_code;type_of_station;station_type_of_area;component_caption;component_name;measurement_unit;measurement_european_group_code;statistics_year;statistic_shortname;statistic_value;statistics_percentage_valid;above_DLV?;country_iso_code;country_name;city_name;city_code;UA_city_pop;percentage_traffic_population;percentage_background_population;count_type_by_city;assigned_population
AT9STAD;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;101;2008;P90.4;45;99,18;0;AT;Austria;Wien;AT001C1;1652790;6,4;93,6;5;309402,288
AT9STAD;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;101;2009;P90.4;45,4;99,452;0;AT;Austria;Wien;AT001C1;1652790;6,4;93,6;4;386752,86
AT9STAD;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;57;99,726;1;AT;Austria;Wien;AT001C1;1652790;6,4;93,6;4;386752,86
AT9STAD;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;53,485;100;1;AT;Austria;Wien;AT001C1;1652790;6,4;93,6;4;386752,86
AT9STAD;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;48,19;100;0;AT;Austria;Wien;AT001C1;1652790;6,4;93,6;4;386752,86
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;57;96,995;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;2;213951,374
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;53;100;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;58,042;98,63;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;39,333;98,63;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;33,875;92,623;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;43,042;99,178;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;44,833;90,959;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;50,625;96,438;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;46,229;100;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB02;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;50;96,438;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB02;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;54,391;96,164;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB02;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;38,25;97,808;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB02;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;32,083;97,268;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB02;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;43,25;96,164;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB02;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;47,167;89,589;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB02;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;50,979;96,986;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAB02;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;42,542;98,907;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;50;97,814;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;2;213951,374
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;48;100;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;51,167;99,178;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;34,333;96,164;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;30,417;99,727;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;39,792;99,726;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;41,521;97,808;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;44,375;98,904;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELAL01;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;42,667;97,541;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELHB23;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;55;98,904;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELHB23;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;54,458;95,342;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELHB23;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;54,75;98,356;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELHB23;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;46,045;96,721;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELHB23;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;51,292;97,808;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELHB23;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;45,708;93,973;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELHB23;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;52,792;98,904;1;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELHB23;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;49,708;98,087;0;BE;Belgium;Antwerpen;BE002C1;462098;7,4;92,6;4;106975,687
BELKO01;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;64;78,082;1;BE;Belgium;Kortrijk;BE010C1;71632;7,4;92,6;1;66331,232
BELKO01;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;53;99,454;1;BE;Belgium;Kortrijk;BE010C1;71632;7,4;92,6;1;66331,232
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2000;P90.4;44;99,454;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;45;96,712;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;46;94,521;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;49;99,726;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;36;99,727;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;43;100;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;42,625;98,63;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;49,333;97,808;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;42,542;93,443;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;51,792;97,26;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;41,896;98,082;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;47,979;97,534;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETB011;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;44,854;99,18;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1999;P90.4;58;98,356;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2000;P90.4;54;100;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;53;98,63;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;54;100;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;63;100;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;52;85,519;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;49;99,726;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;54,583;99,452;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;46,75;97,534;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;1;334996,242
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;35,208;96,448;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;3;111665,414
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;47;98,356;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;53,4;98,356;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;51,925;93,425;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETH201;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;47,737;98,634;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETM204;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;42,125;89,617;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;3;111665,414
BETM204;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;46,087;97,26;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETM204;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;40,05;99,726;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETM204;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;48,755;100;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETM204;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;50,738;99,18;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETMEU1;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2000;P90.4;50;98,907;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETMEU1;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;55;97,808;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETMEU1;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;53;100;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETMEU1;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;62;97,808;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETMEU1;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;48;100;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETMEU1;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;50,292;96,448;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETMEU1;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;55,857;96,712;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETMEU1;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;45,562;98,361;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETN070;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;44,333;98,63;0;BE;Belgium;Mons;BE009C1;91233;7,4;92,6;1;84481,758
BETN070;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;47,409;98,907;0;BE;Belgium;Mons;BE009C1;91233;7,4;92,6;1;84481,758
BETN070;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;41,958;87,123;0;BE;Belgium;Mons;BE009C1;91233;7,4;92,6;1;84481,758
BETN070;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;44,008;96,986;0;BE;Belgium;Mons;BE009C1;91233;7,4;92,6;1;84481,758
BETN070;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;45,196;100;0;BE;Belgium;Mons;BE009C1;91233;7,4;92,6;1;84481,758
BETN070;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;50,821;96,721;1;BE;Belgium;Mons;BE009C1;91233;7,4;92,6;1;84481,758
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1997;P90.4;84;95,616;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;74263,588
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1998;P90.4;74;98,356;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;74263,588
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1999;P90.4;69;99,452;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;74263,588
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2000;P90.4;57;99,18;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;74263,588
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;62;98,63;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;74263,588
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;62;100;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;74;97,534;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;61;99,454;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;74263,588
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;54;100;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;53,292;98,904;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;61,042;99,178;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;54,75;99,18;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;52,875;99,178;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;45,875;97,534;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;53,896;100;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR001;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;48,333;100;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;37131,794
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1997;P90.4;63;99,178;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;929298,412
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1998;P90.4;58;99,178;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;929298,412
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1999;P90.4;48;99,178;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;1;929298,412
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2000;P90.4;46;98,634;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;51;99,178;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;51;99,178;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;52;99,452;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;47;98,356;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;46,625;99,178;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;52,708;99,178;1;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;39,708;100;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;45,619;98,082;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;38,929;99,178;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;40,667;97,26;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;2;464649,206
BETR012;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;44,938;99,18;0;BE;Belgium;Bruxelles / Brussel;BE001C1;1003562;7,4;92,6;3;309766,137333333
BETR201;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;47,042;84,699;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;3;111665,414
BETR201;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;48,75;100;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR201;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;41,487;98,63;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR201;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;42,862;98,082;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR201;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;46,258;98,634;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR221;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;67;96,164;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR221;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;61,7;98,356;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR221;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;69,9;98,63;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR221;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;45,592;97,541;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR222;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;45;97,26;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR222;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;52,1;95,068;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR222;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;54,008;88,219;1;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR222;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;49,696;100;0;BE;Belgium;Liège;BE005C1;361767;7,4;92,6;5;66999,2484
BETR501;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1997;P90.4;66;97,26;1;BE;Belgium;Charleroi;BE004C1;203599;7,4;92,6;1;15066,326
BETR501;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1998;P90.4;62;98,63;1;BE;Belgium;Charleroi;BE004C1;203599;7,4;92,6;1;15066,326
